"Module","Controller","Method","Path","Handler","AuthLevel","PreAuthorize","Paged","Export","Multipart","Stream","File"
"warehouse_service","StockLevelController","POST","/api/stocks/adjust-reserved","adjustReserved","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER')","False","False","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockLevelController","GET","/api/stocks/alerts/low-stock","getLowStock","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","False","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockLevelController","GET","/api/stocks/alerts/near-expiry","getNearExpiry","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","False","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockLevelController","GET","/api/stocks/export","exportXlsx","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","True","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockLevelController","GET","/api/stocks/reports/low-stock-export","exportLowStockXlsx","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","True","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockLevelController","GET","/api/stocks/reports/near-expiry-export","exportNearExpiryXlsx","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","True","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockLevelController","GET","/api/stocks/summary","getSummary","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","False","False","False","src\main\java\com\warehouse_service\controller\StockLevelController.java"
"warehouse_service","StockMovementController","GET","/api/stocks/movements","getAll","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","True","False","False","False","src\main\java\com\warehouse_service\controller\StockMovementController.java"
"warehouse_service","WarehouseController","GET","/api/warehouses","getAll","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","True","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","POST","/api/warehouses","create","Role restricted","hasAuthority('ADMIN')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","DELETE","/api/warehouses/{id}","delete","Role restricted","hasAuthority('ADMIN')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","GET","/api/warehouses/{id}","getById","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF', 'REPORT_VIEWER')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","PUT","/api/warehouses/{id}","update","Role restricted","hasAuthority('ADMIN')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","GET","/api/warehouses/code/{code}","getByCode","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'WAREHOUSE_STAFF')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","GET","/api/warehouses/managers","getAvailableManagers","Role restricted","hasAuthority('ADMIN')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
"warehouse_service","WarehouseController","GET","/api/warehouses/summary","getSummary","Role restricted","hasAnyAuthority('ADMIN', 'WAREHOUSE_MANAGER', 'REPORT_VIEWER')","False","False","False","False","src\main\java\com\warehouse_service\controller\WarehouseController.java"
